USO	1939	USA	Bobby Riggs	USA	Welby Van Horn	6–4, 6–2, 6–4
USO	1940	USA	Don McNeill	USA	Bobby Riggs	4–6, 6–8, 6–3, 6–3, 7–5
USO	1941	USA	Bobby Riggs	USA	Frank Kovacs	5–7, 6–1, 6–3, 6–3
USO	1942	USA	Ted Schroeder	USA	Frank Parker	8–6, 7–5, 3–6, 4–6, 6–2
USO	1943	USA	Joseph Hunt	USA	Jack Kramer	6–3, 6–8, 10–8, 6–0
USO	1944	USA	Frank Parker	USA	Bill Talbert	6–4, 3–6, 6–3, 6–3
USO	1945	USA	Frank Parker	USA	Bill Talbert	14–12, 6–1, 6–2
USO	1946	USA	Jack Kramer	USA	Tom Brown	9–7, 6–3, 6–0
USO	1947	USA	Jack Kramer	USA	Frank Parker	4–6, 2–6, 6–1, 6–0, 6–3
USO	1948	USA	Pancho Gonzales	RSA	Eric Sturgess	6–2, 6–3, 14–12
USO	1949	USA	Pancho Gonzales	USA	Ted Schroeder	16–18, 2–6, 6–1, 6–2, 6–4
USO	1950	USA	Arthur Larsen	USA	Herbert Flam	6–3, 4–6, 5–7, 6–4, 6–3
USO	1951	AUS	Frank Sedgman	USA	Vic Seixas	6–4, 6–1, 6–1
USO	1952	AUS	Frank Sedgman	USA	Gardnar Mulloy	6–1, 6–2, 6–3
USO	1953	USA	Tony Trabert	USA	Vic Seixas	6–3, 6–2, 6–3
USO	1954	USA	Vic Seixas	AUS	Rex Hartwig	3–6, 6–2, 6–4, 6–4
USO	1955	USA	Tony Trabert	AUS	Ken Rosewall	9–7, 6–3, 6–3
USO	1956	AUS	Ken Rosewall	AUS	Lew Hoad	4–6, 6–2, 6–3, 6–3
USO	1957	AUS	Malcolm Anderson	AUS	Ashley Cooper	10–8, 7–5, 6–4
USO	1958	AUS	Ashley Cooper	AUS	Malcolm Anderson	6–2, 3–6, 4–6, 10–8, 8–6
USO	1959	AUS	Neale Fraser	USA	Alex Olmedo	6–3, 5–7, 6–2, 6–4
USO	1960	AUS	Neale Fraser	AUS	Rod Laver	6–4, 6–4, 9–7
USO	1961	AUS	Roy Emerson	AUS	Rod Laver	7–5, 6–3, 6–2
USO	1962	AUS	Rod Laver	AUS	Roy Emerson	6–2, 6–4, 5–7, 6–4
USO	1963	MEX	Rafael Osuna	USA	Frank Froehling	7–5, 6–4, 6–2
USO	1964	AUS	Roy Emerson	AUS	Fred Stolle	6–4, 6–2, 6–4
USO	1965	ESP	Manuel Santana	RSA	Cliff Drysdale	6–2, 7–9, 7–5, 6–1
USO	1966	AUS	Fred Stolle	AUS	John Newcombe	4–6, 12–10, 6–3, 6–4
USO	1967	AUS	John Newcombe	USA	Clark Graebner	6–4, 6–4, 8–6
USO	1968	USA	Arthur Ashe[b]	NED	Tom Okker	14–12, 5–7, 6–3, 3–6, 6–3
USO	1969	AUS	Rod Laver	AUS	Tony Roche	7–9, 6–1, 6–2, 6–2
USO	1970	AUS	Ken Rosewall	AUS	Tony Roche	2–6, 6–4, 7–6(5–2), 6–3[f]
USO	1971	USA	Stan Smith	TCH	Jan Kodeš	3–6, 6–3, 6–2, 7–6(5–3)
USO	1972	ROU	Ilie Năstase	USA	Arthur Ashe	3–6, 6–3, 6–7(1–5), 6–4, 6–3
USO	1973	AUS	John Newcombe	TCH	Jan Kodeš	6–4, 1–6, 4–6, 6–2, 6–3
USO	1974	USA	Jimmy Connors	AUS	Ken Rosewall	6–1, 6–0, 6–1
USO	1975	ESP	Manuel Orantes	USA	Jimmy Connors	6–4, 6–3, 6–3
USO	1976	USA	Jimmy Connors	SWE	Björn Borg	6–4, 3–6, 7–6(11–9), 6–4
USO	1977	ARG	Guillermo Vilas	USA	Jimmy Connors	2–6, 6–3, 7–6(7–4), 6–0
USO	1978	USA	Jimmy Connors	SWE	Björn Borg	6–4, 6–2, 6–2
USO	1979	USA	John McEnroe	USA	Vitas Gerulaitis	7–5, 6–3, 6–3
USO	1980	USA	John McEnroe	SWE	Björn Borg	7–6(7–4), 6–1, 6–7(5–7), 5–7, 6–4
USO	1981	USA	John McEnroe	SWE	Björn Borg	4–6, 6–2, 6–4, 6–3
USO	1982	USA	Jimmy Connors	TCH	Ivan Lendl	6–3, 6–2, 4–6, 6–4
USO	1983	USA	Jimmy Connors	TCH	Ivan Lendl	6–3, 6–7(2–7), 7–5, 6–0
USO	1984	USA	John McEnroe	TCH	Ivan Lendl	6–3, 6–4, 6–1
USO	1985	TCH	Ivan Lendl	USA	John McEnroe	7–6(7–1), 6–3, 6–4
USO	1986	TCH	Ivan Lendl	TCH	Miloslav Mečíř	6–4, 6–2, 6–0
USO	1987	TCH	Ivan Lendl	SWE	Mats Wilander	6–7(7–9), 6–0, 7–6(7–4), 6–4
USO	1988	SWE	Mats Wilander	TCH	Ivan Lendl	6–4, 4–6, 6–3, 5–7, 6–4
USO	1989	FRG	Boris Becker	TCH	Ivan Lendl	7–6(7–2), 1–6, 6–3, 7–6(7–4)
USO	1990	USA	Pete Sampras	USA	Andre Agassi	6–4, 6–3, 6–2
USO	1991	SWE	Stefan Edberg	USA	Jim Courier	6–2, 6–4, 6–0
USO	1992	SWE	Stefan Edberg	USA	Pete Sampras	3–6, 6–4, 7–6(7–5), 6–2
USO	1993	USA	Pete Sampras	FRA	Cédric Pioline	6–4, 6–4, 6–3
USO	1994	USA	Andre Agassi	GER	Michael Stich	6–1, 7–6(7–5), 7–5
USO	1995	USA	Pete Sampras	USA	Andre Agassi	6–4, 6–3, 4–6, 7–5
USO	1996	USA	Pete Sampras	USA	Michael Chang	6–1, 6–4, 7–6(7–3)
USO	1997	AUS	Patrick Rafter	GBR	Greg Rusedski	6–3, 6–2, 4–6, 7–5
USO	1998	AUS	Patrick Rafter	AUS	Mark Philippoussis	6–3, 3–6, 6–2, 6–0
USO	1999	USA	Andre Agassi	USA	Todd Martin	6–4, 6–7(5–7), 6–7(2–7), 6–3, 6–2
USO	2000	RUS	Marat Safin	USA	Pete Sampras	6–4, 6–3, 6–3
USO	2001	AUS	Lleyton Hewitt	USA	Pete Sampras	7–6(7–4), 6–1, 6–1
USO	2002	USA	Pete Sampras	USA	Andre Agassi	6–3, 6–4, 5–7, 6–4
USO	2003	USA	Andy Roddick	ESP	Juan Carlos Ferrero	6–3, 7–6(7–2), 6–3
USO	2004	SUI	Roger Federer	AUS	Lleyton Hewitt	6–0, 7–6(7–3), 6–0
USO	2005	SUI	Roger Federer	USA	Andre Agassi	6–3, 2–6, 7–6(7–1), 6–1
USO	2006	SUI	Roger Federer	USA	Andy Roddick	6–2, 4–6, 7–5, 6–1
USO	2007	SUI	Roger Federer	SRB	Novak Djokovic	7–6(7–4), 7–6(7–2), 6–4
USO	2008	SUI	Roger Federer	GBR	Andy Murray	6–2, 7–5, 6–2
USO	2009	ARG	Juan Martín del Potro	SUI	Roger Federer	3–6, 7–6(7–5), 4–6, 7–6(7–4), 6–2
USO	2010	ESP	Rafael Nadal	SRB	Novak Djokovic	6–4, 5–7, 6–4, 6–2
USO	2011	SRB	Novak Djokovic	ESP	Rafael Nadal	6–2, 6–4, 6–7(3–7), 6–1
USO	2012	GBR	Andy Murray	SRB	Novak Djokovic	7–6(12–10), 7–5, 2–6, 3–6, 6–2
USO	2013	ESP	Rafael Nadal	SRB	Novak Djokovic	6–2, 3–6, 6–4, 6–1
USO	2014	CRO	Marin Čilić	JPN	Kei Nishikori	6–3, 6–3, 6–3
USO	2015	SRB	Novak Djokovic	SUI	Roger Federer	6–4, 5–7, 6–4, 6–4
