FO	1963	AUS	Lesley Turner Bowrey	GBR	Ann Haydon Jones	2–6, 6–3, 7–5	2
FO	1964	AUS	Margaret Court	BRA	Maria Bueno	5–7, 6–1, 6–2	2
FO	1965	AUS	Lesley Turner Bowrey	AUS	Margaret Court	6–3, 6–4	2
FO	1966	GBR	Ann Haydon Jones	USA	Nancy Richey Gunter	6–3, 6–1	2
FO	1967	FRA	Françoise Durr	AUS	Lesley Turner Bowrey	4–6, 6–3, 6–4	2
FO	1968	USA	Nancy Richey	GBR	Ann Haydon Jones	5–7, 6–4, 6–1	2
FO	1969	AUS	Margaret Court	GBR	Ann Haydon Jones	6–1, 4–6, 6–3	2
FO	1970	AUS	Margaret Court	FRG[k]	Helga Niessen	6–2, 6–4	2
FO	1971	AUS	Evonne Goolagong Cawley[l]	AUS	Helen Gourlay Cawley	6–3, 7–5	2
FO	1972	USA	Billie Jean King	AUS	Evonne Goolagong Cawley	6–3, 6–3	2
FO	1973	AUS	Margaret Court	USA	Chris Evert	6–7, 7–6, 6–4	2
FO	1974	USA	Chris Evert	URS	Olga Morozova	6–1, 6–2	2
FO	1975	USA	Chris Evert	TCH[h]	Martina Navratilova[j]	2–6, 6–2, 6–1	2
FO	1976	GBR	Sue Barker	TCH	Renáta Tomanová	6–2, 0–6, 6–2	2
FO	1977	YUG	Mima Jaušovec	ROU	Florenţa Mihai	6–2, 6–7, 6–1	2
FO	1978	ROU	Virginia Ruzici	YUG	Mima Jaušovec	6–2, 6–2	2
FO	1979	USA	Chris Evert	AUS	Wendy Turnbull	6–2, 6–0	2
FO	1980	USA	Chris Evert	ROU	Virginia Ruzici	6–0, 6–3	2
FO	1981	TCH[h]	Hana Mandlíková	FRG	Sylvia Hanika	6–2, 6–4	2
FO	1982	USA	Martina Navratilova[j]	USA	Andrea Jaeger	7–6, 6–1	2
FO	1983	USA	Chris Evert	YUG	Mima Jaušovec	6–1, 6–2	2
FO	1984	USA	Martina Navratilova	USA	Chris Evert	6–3, 6–1	2
FO	1985	USA	Chris Evert	USA	Martina Navratilova	6–3, 6–7(4–7)[g], 7–5	2
FO	1986	USA	Chris Evert	USA	Martina Navratilova	2–6, 6–3, 6–3	2
FO	1987	FRG[k]	Steffi Graf	USA	Martina Navratilova	6–4, 4–6, 8–6	2
FO	1988	FRG	Steffi Graf	URS	Natasha Zvereva	6–0, 6–0	2
FO	1989	ESP	Arantxa Sánchez Vicario	FRG	Steffi Graf	7–6(8–6), 3–6, 7–5	2
FO	1990	YUG	Monica Seles	FRG	Steffi Graf	7–6(8–6), 6–4	2
FO	1991	YUG	Monica Seles	ESP	Arantxa Sánchez Vicario	6–3, 6–4	2
FO	1992	YUG	Monica Seles	GER	Steffi Graf	6–2, 3–6, 10–8	2
FO	1993	GER	Steffi Graf	USA	Mary Joe Fernández	4–6, 6–2, 6–4	2
FO	1994	ESP	Arantxa Sánchez Vicario	FRA	Mary Pierce	6–4, 6–4	2
FO	1995	GER	Steffi Graf	ESP	Arantxa Sánchez Vicario	7–5, 4–6, 6–0	2
FO	1996	GER	Steffi Graf	ESP	Arantxa Sánchez Vicario	6–3, 6–7(4–7), 10–8	2
FO	1997	CRO	Iva Majoli	SUI	Martina Hingis	6–4, 6–2	2
FO	1998	ESP	Arantxa Sánchez Vicario	USA	Monica Seles	7–6(7–5), 0–6, 6–2	2
FO	1999	GER	Steffi Graf	SUI	Martina Hingis	4–6, 7–5, 6–2	2
FO	2000	FRA	Mary Pierce	ESP	Conchita Martínez	6–2, 7–5	2
FO	2001	USA	Jennifer Capriati	BEL	Kim Clijsters	1–6, 6–4, 12–10	2
FO	2002	USA	Serena Williams	USA	Venus Williams	7–5, 6–3	2
FO	2003	BEL	Justine Henin	BEL	Kim Clijsters	6–0, 6–4	2
FO	2004	RUS	Anastasia Myskina	RUS	Elena Dementieva	6–1, 6–2	2
FO	2005	BEL	Justine Henin	FRA	Mary Pierce	6–1, 6–1	2
FO	2006	BEL	Justine Henin	RUS	Svetlana Kuznetsova	6–4, 6–4	2
FO	2007	BEL	Justine Henin	SRB	Ana Ivanovic	6–1, 6–2	2
FO	2008	SRB	Ana Ivanovic	RUS	Dinara Safina	6–4, 6–3	2
FO	2009	RUS	Svetlana Kuznetsova	RUS	Dinara Safina	6–4, 6–2	2
FO	2010	ITA	Francesca Schiavone	AUS	Samantha Stosur	6–4, 7–6(7–2)	2
FO	2011	CHN	Li Na	ITA	Francesca Schiavone	6–4, 7–6(7–0)	2
FO	2012	RUS	Maria Sharapova	ITA	Sara Errani	6–3, 6–2	2
FO	2013	USA	Serena Williams	RUS	Maria Sharapova	6–4, 6–4	2
FO	2014	RUS	Maria Sharapova	ROU	Simona Halep	6–4, 6–7(5–7), 6–4	2
FO	2015	USA	Serena Williams	CZE	Lucie Šafářová	6–3, 6–7(2–7), 6–2	2
